Season,Short Conference Name,Adjusted Tempo,Adjusted Tempo Rank,Raw Tempo,Raw Tempo Rank,Adjusted Offensive Efficiency,Adjusted Offensive Efficiency Rank,Raw Offensive Efficiency,Raw Offensive Efficiency Rank,Adjusted Defensive Efficiency,Adjusted Defensive Efficiency Rank,Raw Defensive Efficiency,Raw Defensive Efficiency Rank,eFGPct,RankeFGPct,TOPct,RankTOPct,ORPct,RankORPct,FTRate,RankFTRate,OffFT,RankOffFT,Off2PtFG,RankOff2PtFG,Off3PtFG,RankOff3PtFG,DefFT,RankDefFT,Def2PtFG,RankDef2PtFG,Def3PtFG,RankDef3PtFG,FG2Pct,RankFG2Pct,FG3Pct,RankFG3Pct,FTPct,RankFTPct,BlockPct,RankBlockPct,OppFG2Pct,RankOppFG2Pct,OppFG3Pct,RankOppFG3Pct,OppFTPct,RankOppFTPct,OppBlockPct,RankOppBlockPct,FG3Rate,RankFG3Rate,OppFG3Rate,RankOppFG3Rate,ARate,RankARate,OppARate,RankOppARate,StlRate,RankStlRate,OppStlRate,RankOppStlRate,AvgHeight,Mapped Conference Name,Mapped ESPN Team Name,Seed,Region,Post-Season Tournament,Post-Season Tournament Sorting Index,Tournament Winner?,Tournament Championship?,Final Four?,Top 12 in AP Top 25 During Week 6?,Pre-Tournament.Tempo,Pre-Tournament.AdjTempo
2025,SEC,68.6,113,69.8,86,124.4,8,119.4,6,100.8,68,105.0,150,55.7721908671113,23,15.5358558104626,65,33.542600896861,72,47.1010774756285,2,23.5583684950774,11,45.2180028129395,311,31.2236286919831,190,20.8865814696486,73,49.5207667731629,189,29.5926517571885,261,56.2554680664917,28,36.7245657568238,40,72.9847494553377,146,7.34929810074319,282,51.1973575557391,192,33.6054421768707,163,75.2517985611511,329,10.411198600175,284,41.3545407901488,125,37.7697841726619,139,49.307774227902,250,49.0196078431373,105,0.133524382371003,9,0.0957344628320396,177,78.26,Southeastern Conference (SEC),Missouri,6,West,March Madness,1,0,0,0,0,69.9508,68.193
2018,ACC,71.2,46,71.7,59,120.3,6,113.3,24,96.7,38,102.2,120,52.027306578403,124,16.716283350394,61,37.4358974358974,3,28.0099296648738,315,16.6666666666667,297,53.0152418820411,77,30.3180914512922,192,15.1235706381409,338,45.3707119144227,307,39.5057174474364,9,51.0204081632653,135,35.924617196702,112,74.2983751846381,68,11.1274871039057,69,45.3205600589536,16,37.9787234042553,316,68.6767169179229,37,11.2244897959184,305,35.1261894911047,240,40.9229429690901,287,60.9954751131222,13,55.6584362139918,257,0.0800127719917733,226,0.0856474742447151,166,77.46,Atlantic Coast Conference (ACC),North Carolina,2,West,March Madness,1,0,0,0,1,71.3754,70.9501
2008,SC,66.2,133,67.6,153,117.0,9,113.7,10,93.4,24,94.0,21,54.0816,27,16.738,11,32.5454,181,26.2933,332,14.9944,336,50.6527,179,34.3529,47,19.3417,214,47.7908,273,32.8674,56,53.0055,26,37.1671,83,72.5632,74,8.5993,178,46.9858,109,35.4745,191,63.4615,3,6.8696,24,39.2027,63,37.7827,274,59.1278,83,51.6171,86,0.1061,117,0.0807,24,77.2,Southern Conference (SoCon),Davidson,10,Midwest,March Madness,1,0,0,0,0,68.3431,66.0806
2017,P12,72.6,20,74.2,20,124.0,2,121.1,1,100.4,85,102.3,144,59.7844827586207,1,15.132786455407,10,29.1171477079796,184,26.8103448275862,342,14.1973399319517,349,52.9539127745128,90,32.8487472935354,107,15.0422949613829,346,50.7539536594336,143,34.2037513791835,49,59.1160220994475,3,40.5963302752294,3,73.7942122186495,68,12.5492772667543,40,45.335085413929,29,36.5135453474676,264,67.9401993355482,44,4.41988950276243,1,37.5862068965517,148,35.8076760860396,161,63.7190082644628,6,46.8,45,0.0794096714986703,229,0.0850282803311233,147,78.44,Pac-12 Conference,UCLA,3,South,March Madness,1,0,0,0,1,74.8337,73.179
2025,SEC,66.8,215,67.8,190,116.5,42,109.3,107,92.9,10,100.1,40,47.5853658536585,315,17.8197685367022,225,41.3871951219512,1,41.3170731707317,19,23.0981474182105,18,48.8766259361451,195,28.0252266456445,278,22.0890410958904,37,40.6678082191781,361,37.2431506849315,23,48.5512920908379,277,30.6597671410091,328,69.185360094451,282,13.5108481262327,24,46.8441814595661,31,33.3333333333333,142,76.7857142857143,353,14.4087705559906,364,37.7073170731707,201,46.1783439490446,349,47.3745624270712,293,64.7058823529412,363,0.1106203022689,73,0.113202877419147,323,77.45,Southeastern Conference (SEC),Texas A&M,4,South,March Madness,1,0,0,0,0,67.4829,66.1359
2018,B12,68.8,144,70.2,125,120.9,5,115.5,11,97.4,47,102.3,122,57.502113271344,8,16.6071062754649,55,29.3981481481481,147,27.0498732037194,329,14.2722117202268,348,48.7712665406427,206,36.9565217391304,50,15.126650017838,337,51.0881198715662,124,33.7138779878701,91,55.6034482758621,20,40.1437371663244,10,70.78125,200,10.8695652173913,82,48.6413043478261,121,33.2629355860612,76,71.2605042016807,168,9.91379310344828,231,41.1665257819104,84,39.1484084332369,235,55.7081545064378,85,48.4966052376334,73,0.0925044954817563,115,0.0786652402522022,82,77.7,Big 12 Conference,Kansas,1,Midwest,March Madness,1,0,0,1,0,70.1467,68.4279
2003,B12,69.4,67,70.9,84,119.3,3,111.6,11,95.8,58,98.0,86,49.3431,162,18.3702,26,41.5476,2,39.8054,95,22.5363,76,55.0038,99,22.4599,270,20.4348,174,53.4783,131,26.087,190,47.8405,174,35.6364,126,72.1271,77,8.705,143,44.2446,33,34.904,181,66.4781,32,6.9767,55,26.764,276,29.19,72,52.1834,225,45.0307,3,0.0878,256,0.0968,121,76.73,Big 12 Conference,Texas,1,South,March Madness,1,0,0,1,1,70.6344,69.0435
2025,B10,65.0,312,66.2,274,117.3,37,112.1,60,93.8,14,98.6,24,52.8301886792453,83,15.9460764989701,93,32.7077747989276,90,32.3304436511984,194,17.8429817605075,253,52.1808088818398,94,29.9762093576527,225,20.297699594046,103,44.3843031123139,332,35.3179972936401,49,52.8089887640449,111,35.2447552447552,100,70.9779179810726,227,11.0309278350515,88,50.7216494845361,172,32.8301886792453,114,75.1252086811352,323,6.98234349919743,14,36.460989291178,245,45.042492917847,338,60.989010989011,19,58.0345285524568,320,0.122149611064534,34,0.0861709983509802,68,78.13,Big Ten Conference (Big 10),UCLA,7,Midwest,March Madness,1,0,0,0,0,66.5613,64.889
2004,SEC,66.1,151,68.2,153,113.5,26,107.6,46,90.1,7,93.3,19,52.793,32,21.1555,152,36.9804,53,34.3373,235,18.4778,264,55.6448,68,25.8774,204,20.8251,145,49.1159,266,30.0589,67,52.5559,21,35.5401,106,69.697,141,9.6803,92,44.405,31,32.7974,89,71.8644,296,7.9073,118,31.4348,199,35.5835,260,58.4687,105,50.7102,49,0.1135,78,0.1044,175,76.73,Southeastern Conference (SEC),Kentucky,1,Midwest,March Madness,1,0,0,0,1,68.0205,66.439
2017,B12,68.4,170,70.6,109,119.7,11,112.4,25,96.3,42,101.3,119,55.032021957914,24,14.1238723281513,3,25.6658595641646,283,27.6303751143641,336,14.9522799575822,344,48.5683987274655,219,36.4793213149523,38,15.5397390272835,339,52.4317912218268,85,32.0284697508897,109,51.8099547511312,72,40.0,12,70.0331125827815,181,8.87616320687187,174,47.4588403722262,94,34.5710627400768,143,70.4301075268817,173,9.12518853695324,176,39.3412625800549,104,35.8585858585859,162,53.6372453928225,142,51.8756698821008,165,0.108216711922736,27,0.0664418782760919,10,76.81,Big 12 Conference,Iowa State,5,Midwest,March Madness,1,0,0,0,0,70.637,68.1638
2014,B10,61.0,330,62.5,337,123.9,3,117.7,3,100.5,89,103.6,138,55.7265,8,14.8287,16,29.4013,242,34.8638,302,19.2617,320,45.7602,303,34.9781,22,16.4867,349,58.4718,10,25.0415,239,52.6936,26,40.1763,4,76.2663,10,6.2723,308,50.1782,234,31.8038,51,73.1123,325,8.4175,75,40.0605,34,31.0565,108,55.5556,80,48.2873,88,0.0821,243,0.0778,46,77.39,Big Ten Conference (Big 10),Michigan,2,Midwest,March Madness,1,0,0,0,0,63.0594,61.5484
2025,B10,70.1,54,70.8,45,116.5,43,109.2,109,93.1,12,100.4,44,53.7731481481481,57,19.6220757841002,324,33.1711273317113,79,35.7407407407407,94,19.4800693240901,145,49.2201039861352,188,31.2998266897747,187,18.3812405446293,228,49.6217851739788,182,31.9969742813918,153,56.6640063846768,20,33.1863285556781,205,72.7979274611399,158,9.47368421052632,161,46.0350877192982,13,30.8196721311475,30,73.0827067669173,239,7.42218675179569,27,41.9907407407407,106,39.1025641025641,192,57.9624134520277,49,45.0959488272921,28,0.0751483753433626,331,0.102475057286404,245,79.12,Big Ten Conference (Big 10),Michigan,5,South,March Madness,1,0,0,0,0,70.6185,69.4392
2006,P10,61.6,298,62.8,303,112.7,31,107.8,54,89.3,4,92.9,23,53.2226,36,22.3082,224,37.4363,51,38.4693,103,19.9849,177,53.2173,125,26.7979,192,19.493,200,57.4301,17,23.0769,304,53.911,11,34.6041,174,69.1099,172,7.5408,201,44.6332,50,32.8972,73,70.1258,209,9.1258,189,34.3404,134,26.6567,11,58.4665,115,51.0204,53,0.0904,252,0.083,33,76.73,Pac-12 Conference,UCLA,2,West,March Madness,1,0,1,1,0,62.68,61.1732
2004,ACC,70.9,16,73.6,14,117.4,10,109.0,31,94.1,23,99.3,114,50.9676,89,20.3464,103,39.7475,13,39.1736,107,20.901,150,55.3571,72,23.7419,251,18.5466,260,50.8248,208,30.6286,54,50.2209,75,35.1986,118,68.7583,181,10.4621,70,49.6949,229,35.1767,190,69.6817,209,9.1311,219,28.9749,257,36.2069,273,61.3455,50,56.3204,193,0.1272,33,0.1095,215,76.73,Atlantic Coast Conference (ACC),North Carolina,6,South,March Madness,1,0,0,0,1,74.3667,71.131
2017,P12,66.0,277,67.2,280,118.4,15,113.7,18,95.1,29,98.2,48,53.662109375,48,16.6111119490405,54,33.2749562171629,53,40.52734375,47,22.414401694317,42,51.7472643840452,120,25.8383339216378,283,17.0081967213115,302,53.6065573770492,46,29.3852459016393,215,51.5108924806746,85,39.04,19,76.5060240963855,22,8.81481481481481,179,48.4444444444444,137,30.9987029831388,14,68.3690280065898,65,7.65987350667604,51,30.517578125,303,36.3507779349364,178,51.2794268167861,194,53.3034714445689,208,0.0808434261926668,214,0.07038606758068,24,78.74,Pac-12 Conference,Arizona,2,West,March Madness,1,0,0,0,0,67.3107,65.6678
2003,BE,71.0,32,72.7,37,114.4,17,108.9,28,91.1,14,95.4,40,51.8639,68,19.3962,48,38.4796,31,37.5583,131,20.0718,178,59.8923,15,20.0359,301,18.0698,264,52.4846,175,29.4456,70,51.9303,38,34.4444,175,69.3548,167,16.8371,1,43.5583,21,30.4071,8,65.1852,18,6.9738,54,25.1631,293,34.8868,261,51.2745,245,63.3257,313,0.1161,65,0.0952,111,76.73,Big East Conference,Syracuse,3,East,March Madness,1,1,1,1,0,72.5143,70.5221
2010,MWC,71.1,15,71.4,28,117.3,10,115.1,5,94.0,37,92.8,24,54.8739,12,16.0655,9,30.8096,230,38.9428,127,21.8847,124,48.8091,265,29.3062,108,21.0841,171,51.131,203,27.7849,150,51.3062,49,41.3743,3,78.9539,1,8.7863,176,44.6016,48,33.8534,155,68.516,152,7.4746,53,33.1717,151,32.3085,173,54.9495,125,53.6765,175,0.1197,34,0.0823,38,77.0,Mountain West Conference (MW),BYU,7,West,March Madness,1,0,0,0,0,71.4716,70.9239
2007,ACC,64.5,218,66.0,207,113.2,44,105.8,100,89.9,6,92.8,10,52.5086,75,22.6851,248,36.5796,66,39.7948,91,20.706,150,53.7236,110,25.5704,235,18.466,247,61.1627,2,20.3713,333,50.5673,100,38.0769,50,68.9112,176,11.4515,59,45.6601,70,31.5193,27,70.6542,254,9.3193,210,29.6465,261,24.3377,2,52.6764,231,49.0196,33,0.1093,87,0.1134,281,77.58,Atlantic Coast Conference (ACC),Duke,6,West,March Madness,1,0,0,0,1,65.864,63.6919
2025,SEC,68.1,143,69.2,112,119.1,22,111.0,76,95.8,23,102.9,92,51.4378478664193,139,12.9191110136418,3,25.5401234567901,310,35.2504638218924,112,20.187117668226,105,47.4271320618928,252,32.3857502698812,156,21.5724244771495,48,45.3911696359411,321,32.8814872192099,120,50.9667440061872,180,34.7624565469293,125,73.8157894736842,121,11.8374558303887,58,51.7667844522968,217,32.5287356321839,98,70.7750952986023,110,10.9048723897912,309,40.0278293135436,155,43.4565434565435,317,53.0761209593326,132,57.5373993095512,306,0.125602468188184,24,0.0825387648093783,36,76.19,Southeastern Conference (SEC),Ole Miss,6,South,March Madness,1,0,0,0,0,69.3352,68.0276
2022,SEC,70.1,42,71.3,42,112.7,25,108.0,47,89.5,9,92.6,10,49.8845265588915,178,16.7457551339762,66,33.6166924265842,28,31.5935334872979,132,18.796992481203,124,50.3007518796992,196,30.9022556390977,192,22.144420131291,23,48.3150984682713,266,29.5404814004376,241,51.3036809815951,113,31.8234610917538,269,73.0994152046784,126,21.0077519379845,1,42.7906976744186,5,31.0344827586207,47,73.3333333333333,268,10.0460122699387,270,39.7690531177829,124,35.9801488833747,119,53.0222693531283,123,49.1634491634492,133,0.115431904321584,38,0.103644843669027,284,77.54,Southeastern Conference (SEC),Auburn,2,Midwest,March Madness,1,0,0,0,0,71.398,70.0205
2011,MWC,70.2,17,71.6,24,117.5,11,112.2,16,94.3,29,94.8,31,51.6085,59,15.149,3,30.8426,227,38.106,159,21.9596,119,47.2079,286,30.8325,85,19.8371,233,54.0122,86,26.1507,214,50.2187,73,35.9281,86,76.2188,15,9.9591,120,45.2251,64,33.2815,104,68.7853,135,8.8192,148,37.8342,58,30.4884,96,52.0728,198,51.8814,121,0.1132,46,0.0808,43,77.5,Mountain West Conference (MW),BYU,3,Southeast,March Madness,1,0,0,0,0,71.5867,70.3423
2006,B10,62.1,283,63.7,287,114.5,18,109.9,29,91.3,12,92.7,21,52.2666,59,18.5755,30,37.7613,44,31.4085,291,16.1835,327,52.5314,151,31.2852,78,22.0444,91,51.6262,173,26.3294,218,51.2236,54,36.0778,102,64.2612,305,7.0536,237,44.6429,51,31.7164,36,69.4309,175,6.5823,23,36.0496,105,32.3671,139,58.9623,98,50.4478,42,0.0967,200,0.0853,40,76.73,Big Ten Conference (Big 10),Illinois,4,East,March Madness,1,0,0,0,1,63.6391,61.3569
2006,B12,67.7,75,69.6,72,110.4,50,106.2,78,87.2,2,88.3,2,52.4581,53,22.2342,220,38.2605,33,35.2782,193,18.3347,260,56.6863,45,24.979,242,20.0508,173,48.1218,283,31.8274,51,50.7913,69,37.7863,44,66.7688,251,14.5985,15,38.4428,1,34.66,156,67.753,93,7.7619,80,28.309,270,32.8431,157,65.0229,12,58.7116,237,0.1399,9,0.104,177,76.73,Big 12 Conference,Kansas,4,West,March Madness,1,0,0,0,0,69.6002,67.4558
2002,B10,68.5,153,70.2,145,115.7,17,110.0,23,92.5,16,96.4,63,53.5714,20,20.8238,123,35.5394,115,44.617,29,23.5598,44,48.3013,262,28.1388,119,21.2748,151,48.9658,264,29.7594,67,52.7419,19,36.7052,70,74.0139,34,11.1111,46,45.7053,82,34.0087,145,66.3158,41,8.1452,133,35.8178,78,35.2551,268,64.978,15,55.092,163,0.1049,139,0.0793,19,76.73,Big Ten Conference (Big 10),Illinois,4,Midwest,March Madness,1,0,0,0,1,70.3965,68.6908
2025,ACC,64.6,327,65.1,324,118.2,28,114.7,32,95.0,17,98.7,26,53.3797216699801,71,15.8409708125688,85,33.7444933920705,63,28.3300198807157,316,16.9373549883991,294,49.6519721577726,181,33.4106728538283,117,16.3685152057245,317,52.5044722719141,66,31.1270125223614,191,52.1527213647441,134,36.8758002560819,33,76.8421052631579,38,10.0337268128162,133,49.4940978077572,116,31.8244170096022,66,68.6679174484052,21,8.36718115353371,88,38.817097415507,176,38.0678851174935,153,52.0430107526882,164,43.7118437118437,20,0.111506274993501,70,0.0929218958279175,140,77.95,Atlantic Coast Conference (ACC),Clemson,5,Midwest,March Madness,1,0,0,0,0,65.0748,64.2485
2023,B10,64.2,324,64.2,340,117.7,12,112.8,13,94.5,24,97.5,54,51.8336776859504,102,17.2108832221612,100,38.3586083853702,3,37.1900826446281,37,21.0774675580024,41,50.7274872198191,194,28.1950452221785,269,13.0692167577413,361,56.1930783242259,30,30.7377049180328,176,54.0653813914501,33,32.1668909825034,276,74.4444444444444,80,9.8699311400153,115,47.2073450650344,53,31.3807531380753,45,73.7789203084833,290,8.63369656328583,168,38.3780991735537,146,35.4249011857708,124,61.3122171945701,13,51.3064133016627,193,0.0736341911051228,320,0.0953695848650687,217,78.56,Big Ten Conference (Big 10),Purdue,1,East,March Madness,1,0,0,0,1,64.2104,64.3846
2011,BE,63.1,277,64.6,268,120.9,3,114.7,9,97.7,66,100.3,136,53.4662,21,16.6983,16,33.2891,138,45.1419,28,23.4167,52,44.5661,325,32.0172,67,16.3,329,52.1778,150,31.5222,50,50.7117,55,38.5593,21,72.4305,78,9.5952,135,43.5532,24,35.3474,223,71.0372,270,10.0534,245,38.6463,47,33.1663,194,66.7853,4,56.0736,243,0.07,325,0.0777,25,78.02,Big East Conference,Notre Dame,2,Southwest,March Madness,1,0,0,0,0,64.603,63.3777
2024,WCC,68.9,102,69.4,118,122.6,5,120.1,3,99.4,51,100.5,56,57.0192307692308,6,14.0274297701472,16,33.2409972299169,52,30.7211538461538,241,16.361071932299,308,58.6741889985896,9,24.9647390691114,314,16.1658908167584,317,50.6982649174778,187,33.1358442657639,79,58.2633053221289,7,36.1963190184049,48,72.6134585289515,148,9.63855421686747,149,45.105421686747,13,34.1176470588235,201,72.3484848484848,203,6.1624649859944,5,31.3461538461538,312,36.5504061156235,148,52.6217228464419,121,49.8837209302326,155,0.0957764087025157,154,0.0775534636838955,34,77.66,West Coast Conference (WCC),Gonzaga,5,Midwest,March Madness,1,0,0,0,1,69.7948,69.0906
2017,B10,63.1,338,63.7,345,122.3,4,116.6,8,99.2,69,103.1,163,56.9605009633911,6,14.2276734380989,4,24.6913580246914,307,30.0578034682081,301,17.046650298141,307,44.9666783584707,306,37.9866713433883,14,15.1803408640507,343,58.1847007530717,9,26.6349583828775,298,56.2774363476734,8,38.5272145144077,30,77.8846153846154,9,7.42001361470388,240,49.9659632402995,201,37.7740303541315,308,68.270944741533,60,8.34064969271291,106,45.1348747591522,18,28.7584869059166,9,52.7944111776447,157,45.8246346555324,32,0.089945061964993,146,0.0662322729014948,7,78.15,Big Ten Conference (Big 10),Michigan,7,Midwest,March Madness,1,0,0,0,0,63.6862,62.8409
2005,B12,66.5,147,67.6,151,115.6,15,109.4,34,92.5,18,95.7,41,53.4442,27,20.8887,141,35.5745,93,38.5392,111,20.0355,173,53.5762,126,26.3883,193,22.4949,65,48.364,276,29.1411,107,52.6638,29,36.7347,65,69.4915,145,10.3139,87,42.4215,10,31.9328,37,67.4847,108,7.2489,67,32.0071,183,34.7953,231,61.6729,45,49.1704,31,0.0959,215,0.1052,169,76.73,Big 12 Conference,Kansas,3,East,March Madness,1,0,0,0,1,67.7228,66.4302
2017,B10,69.1,113,70.0,142,117.0,24,112.6,21,93.9,23,96.7,34,55.6506849315069,16,18.3755786540393,163,30.7967770814682,114,33.2681017612524,242,18.4587813620072,255,47.6702508960573,242,33.8709677419355,85,14.5006268282491,349,55.1608859172587,19,30.3384872544923,183,52.6941362916006,47,40.2813299232737,7,75.7352941176471,30,6.14406779661017,312,46.6101694915254,66,33.196159122085,79,70.6720977596741,194,8.63708399366086,129,38.2583170254403,130,33.986013986014,88,65.4081632653061,2,50.0,108,0.07309845574464,276,0.0924836815774727,253,77.0,Big Ten Conference (Big 10),Purdue,4,Midwest,March Madness,1,0,0,0,0,70.1097,68.8912
2016,B10,68.2,159,69.0,172,121.7,6,119.3,1,98.7,59,101.3,105,58.6775,1,19.5569,272,37.23022,15,33.87414,250,17.4334,318,46.7658,279,35.8008,36,17.123,314,56.1504,20,26.7266,279,56.1462,6,41.5663,4,73.1495,59,9.7787,129,49.0364,186,34.2767,149,68.1301,77,8.804,146,40.8063,57,31.2224,42,54.8482,110,46.7403,44,0.0986,69,0.0887,210,77.34,Big Ten Conference (Big 10),Indiana,5,East,March Madness,1,0,0,0,0,68.7995,67.7325
2024,SEC,72.6,14,73.9,9,126.0,2,121.4,2,103.0,111,109.0,270,56.3129194630872,10,15.9181559652199,98,34.9147516679022,25,35.3187919463087,106,19.4902548725637,152,43.3583208395802,351,37.1514242878561,31,22.3885562208916,34,49.9667332002661,210,27.6447105788423,279,56.6614420062696,11,37.2743682310469,19,77.1971496437055,23,10.7723577235772,91,50.8807588075881,201,31.729667812142,52,73.7938596491228,291,12.6959247648903,352,46.4765100671141,19,37.1647509578544,184,51.2323943661972,153,45.9143968871595,57,0.0930376239063082,175,0.0992159036188365,248,78.2,Southeastern Conference (SEC),Alabama,4,West,March Madness,1,0,0,1,0,74.1625,72.6437
2009,P10,59.1,334,60.3,332,118.2,5,113.6,8,95.2,42,99.1,112,56.4028,2,18.5856,64,30.0099,264,38.7078,107,20.1812,182,44.2339,323,35.5848,22,19.5549,216,51.0417,217,29.4034,102,57.1277,2,37.018,55,73.6842,36,6.2016,281,46.4255,98,31.6998,43,73.75,342,7.234,65,45.2852,11,35.9978,278,65.9394,5,56.8365,257,0.0939,205,0.0948,142,76.4,Pac-12 Conference,Arizona State,6,South,March Madness,1,0,0,0,0,60.4248,58.5891
2018,WCC,69.4,107,69.6,159,118.1,14,118.4,4,95.1,18,95.7,15,57.0101724900487,11,16.0733249777557,35,33.04,46,32.0654577620522,216,16.5965706890974,301,51.5690714978971,125,31.8343578130055,146,18.0838323353293,219,49.3413173652695,188,32.5748502994012,133,58.1751824817518,5,36.8125701459035,85,70.7586206896552,201,9.56459671663098,144,44.1113490364026,10,35.006435006435,172,71.563981042654,194,7.37226277372263,45,39.4073418841221,117,35.6749311294766,114,50.1333333333333,231,46.1797752808989,36,0.0895513820189244,150,0.0727126606136566,33,78.45,West Coast Conference (WCC),Gonzaga,4,West,March Madness,1,0,0,0,1,69.407,68.9851
2021,BE,64.2,336,65.5,319,119.0,6,113.7,7,96.0,66,101.2,159,53.2157676348548,49,13.727023559156,4,27.7711561382598,174,30.0138312586445,210,17.7005347593583,207,45.5614973262032,311,36.7379679144385,44,14.792543595911,320,50.3908598917619,195,34.8165965123271,52,53.3834586466165,46,35.3395061728395,94,76.2672811059908,34,5.6969696969697,315,50.7878787878788,215,34.2806394316163,207,69.2957746478873,85,8.64661654135338,173,44.8132780082988,30,40.5619596541787,279,57.0992366412214,51,48.8562091503268,107,0.0771385837173812,276,0.0607390422971506,2,77.98,Big East Conference,Villanova,5,South,March Madness,1,0,0,0,1,66.2426,65.0666
2023,WCC,70.3,39,71.6,34,122.3,1,118.5,2,99.3,73,103.4,183,57.5565610859729,2,14.8466044191846,14,31.2186978297162,92,34.1176470588235,95,17.0524942940985,252,56.537332898598,31,26.4101728073036,306,15.6378600823045,316,50.579872802095,202,33.7822671156004,73,58.148893360161,5,37.5521557719054,22,69.3633952254642,277,9.12490650710546,141,50.5609573672401,197,35.2046783625731,257,73.3333333333333,272,5.96914822266935,6,32.5339366515837,309,39.0054744525547,245,50.4837291116974,176,46.2640736949846,68,0.0962709505306501,138,0.0730731311256742,17,78.07,West Coast Conference (WCC),Gonzaga,3,West,March Madness,1,0,0,0,0,71.5446,70.0663
2024,BE,69.1,92,69.5,112,118.2,21,111.9,45,95.2,17,100.6,59,55.0310283687943,21,14.315920156738,30,25.7394084732214,285,25.531914893617,344,14.0235457063712,354,52.0083102493075,132,33.9681440443213,81,16.8021680216802,282,47.0770421989934,302,36.1207897793264,25,56.5512048192771,13,35.2370689655172,106,70.3125,261,10.6244931062449,100,49.3106244931062,130,33.694474539545,164,74.8275862068966,330,8.58433734939759,123,41.1347517730496,84,42.8107606679035,338,54.4526901669759,82,59.4124047878128,348,0.12298500514054,17,0.08186068165506,64,78.08,Big East Conference,Marquette,2,South,March Madness,1,0,0,0,1,69.3264,68.9764
2003,B12,62.7,299,64.4,297,112.1,25,107.9,38,89.1,10,92.4,12,51.1506,93,18.6599,31,36.5739,72,32.9498,251,18.2274,266,50.4181,220,31.3545,59,20.1372,189,57.8148,20,22.048,302,47.3312,197,39.185,10,69.2063,176,9.262,119,44.4277,38,32.0513,43,66.8293,44,7.0644,57,33.3682,134,26.0579,12,56.5064,138,47.8378,20,0.1073,122,0.0847,44,76.73,Big 12 Conference,Oklahoma,1,East,March Madness,1,0,0,0,1,64.5516,62.6863
2017,B10,63.4,334,64.4,339,115.1,33,110.9,41,92.1,9,95.5,22,52.0833333333333,98,17.0100052768265,71,35.7976653696498,18,32.9119850187266,249,16.9156086631815,313,51.3816280806572,130,31.7027632561613,142,17.894280762565,268,49.4800693240901,188,32.6256499133449,91,51.0764662212324,96,35.8681875792142,127,64.4381223328592,333,9.87933634992459,125,43.0618401206637,11,37.6311844077961,304,73.8819320214669,329,8.53749072011878,122,36.938202247191,159,33.4671349724034,73,51.8022657054583,179,45.7420924574209,30,0.103467185382156,43,0.081532142081139,115,77.53,Big Ten Conference (Big 10),Wisconsin,8,East,March Madness,1,0,0,0,0,64.5856,63.2884
2002,P10,71.1,61,73.5,47,119.2,3,115.8,1,96.3,40,98.1,88,56.1759,3,18.4544,24,33.9044,164,41.6008,68,22.2032,95,47.2118,280,30.585,74,18.755,256,58.4739,11,22.7711,279,52.352,26,42.2096,2,77.0784,5,7.0243,224,46.4879,112,34.3013,160,67.9767,99,6.6009,37,34.8814,95,26.0274,11,57.085,126,45.2563,3,0.099,172,0.0927,85,76.73,Pac-12 Conference,Oregon,2,Midwest,March Madness,1,0,0,0,0,73.3053,70.5594
2025,B12,68.6,114,69.2,110,115.9,52,108.8,119,93.0,11,99.1,29,53.0578117534639,78,16.8977674560348,167,30.5012744265081,163,24.4147157190635,354,14.1476613838423,355,56.5133359103208,15,29.3390027058369,240,18.1818181818182,244,48.7103594080338,226,33.107822410148,114,53.0094271211022,106,35.4341736694678,88,71.6242661448141,209,12.8720836685438,33,46.3395012067578,21,30.7783018867925,29,73.1292517006803,243,9.06453952139231,156,34.1137123745819,299,40.5547584887614,243,61.1788617886179,16,52.4492234169654,197,0.0886922620204812,253,0.108028015825894,287,77.97,Big 12 Conference,Kansas,7,West,March Madness,1,0,0,0,1,69.1559,68.3503
2007,BE,62.2,298,62.9,296,118.1,10,111.9,22,95.2,33,98.6,80,52.8501,60,18.1863,32,37.1656,52,36.1179,177,18.43,252,55.5176,65,26.0523,220,19.7504,190,52.2375,128,28.012,182,50.9749,81,38.2304,40,66.1224,262,10.0681,89,45.95,81,30.9117,15,72.7417,321,7.5209,65,29.4349,270,34.7009,188,67.3257,5,54.0049,132,0.0822,283,0.0801,32,76.77,Big East Conference,Pittsburgh,3,West,March Madness,1,0,0,0,1,62.6974,61.3083
2023,B12,69.2,75,70.2,69,114.6,25,106.6,98,91.8,11,96.5,39,52.6377217553688,67,17.4590925400719,124,28.7225386493084,179,29.8319327731092,227,16.9429097605893,261,55.3222836095764,50,27.7348066298343,285,19.3469387755102,115,52.4897959183673,122,28.1632653061224,270,52.9619181946403,66,34.6685082872928,143,71.9874804381847,174,10.2130786186627,94,47.2446730345334,55,30.9973045822102,30,72.4770642201835,228,7.12270803949224,46,33.8001867413632,285,35.282929148835,118,58.8822355289421,19,46.5063001145475,74,0.124651629171234,17,0.0865090170904462,110,77.46,Big 12 Conference,Kansas,1,West,March Madness,1,0,0,0,1,70.0971,69.2715
