Season,Short Conference Name,Adjusted Tempo,Adjusted Tempo Rank,Raw Tempo,Raw Tempo Rank,Adjusted Offensive Efficiency,Adjusted Offensive Efficiency Rank,Raw Offensive Efficiency,Raw Offensive Efficiency Rank,Adjusted Defensive Efficiency,Adjusted Defensive Efficiency Rank,Raw Defensive Efficiency,Raw Defensive Efficiency Rank,eFGPct,RankeFGPct,TOPct,RankTOPct,ORPct,RankORPct,FTRate,RankFTRate,OffFT,RankOffFT,Off2PtFG,RankOff2PtFG,Off3PtFG,RankOff3PtFG,DefFT,RankDefFT,Def2PtFG,RankDef2PtFG,Def3PtFG,RankDef3PtFG,FG2Pct,RankFG2Pct,FG3Pct,RankFG3Pct,FTPct,RankFTPct,BlockPct,RankBlockPct,OppFG2Pct,RankOppFG2Pct,OppFG3Pct,RankOppFG3Pct,OppFTPct,RankOppFTPct,OppBlockPct,RankOppBlockPct,FG3Rate,RankFG3Rate,OppFG3Rate,RankOppFG3Rate,ARate,RankARate,OppARate,RankOppARate,StlRate,RankStlRate,OppStlRate,RankOppStlRate,AvgHeight,Mapped Conference Name,Mapped ESPN Team Name,Seed,Region,Post-Season Tournament,Post-Season Tournament Sorting Index,Tournament Winner?,Tournament Championship?,Final Four?,Top 12 in AP Top 25 During Week 6?,Pre-Tournament.Tempo,Pre-Tournament.AdjTempo,School Type
2011,SEC,65.0,184,66.6,185,117.8,8,112.4,15,92.0,16,95.4,37,52.3362,41,16.1363,10,33.5611,127,36.1429,219.0,19.6837,249.0,50.6854,201.0,29.6309,107.0,19.7347,241.0,54.1459,80.0,26.1194,215.0,48.8482,122.0,39.7454,9.0,70.9759,117.0,15.5296,6.0,42.4301,8.0,32.3575,58.0,72.3404,318.0,8.9431,161.0,32.3866,180.0,29.6618,72.0,48.1038,297.0,48.5516,44.0,0.0832,251.0,0.0793,33.0,78.43,Southeastern Conference (SEC),Kentucky,4.0,East,March Madness,1.0,0.0,0.0,1.0,0.0,67.24,65.932,Public
2011,B10,56.9,344,57.3,345,122.3,2,117.7,3,96.5,52,101.6,175,51.8252,56,13.3974,1,34.1568,103,29.4801,329.0,18.8745,283.0,45.0216,319.0,36.1039,17.0,20.2309,216.0,52.8112,136.0,26.9578,182.0,48.8722,120.0,37.3656,50.0,81.8011,1.0,9.0284,165.0,45.2279,65.0,36.9835,299.0,74.3542,343.0,5.7331,2.0,41.1504,23.0,29.3868,61.0,55.2632,127.0,46.0993,21.0,0.0616,341.0,0.0678,6.0,77.79,Big Ten Conference (Big 10),Wisconsin,4.0,Southeast,March Madness,1.0,0.0,0.0,0.0,0.0,57.0086,56.891,Public
2004,B10,60.7,310,61.1,314,116.0,14,111.3,17,90.3,8,92.7,12,50.326,110,16.0494,4,34.7591,120,40.5453,78.0,22.4658,64.0,51.5068,185.0,26.0274,198.0,18.486,262.0,57.8168,14.0,23.6972,267.0,50.2226,74.0,33.6879,187.0,71.9298,64.0,7.7519,182.0,45.3919,60.0,33.2564,111.0,69.917,231.0,8.0142,125.0,33.4321,144.0,27.1644,22.0,56.366,144.0,47.69,11.0,0.1117,93.0,0.0833,23.0,76.73,Big Ten Conference (Big 10),Wisconsin,6.0,East,March Madness,1.0,0.0,0.0,0.0,0.0,61.0506,60.4638,Public
2022,SEC,67.5,150,69.3,105,120.0,5,114.1,9,94.3,36,95.9,41,53.116213683224,44,16.6535792019984,61,37.6712328767123,4,28.0224929709466,248.0,16.068122917438,278.0,60.9403924472418,3.0,22.9914846353203,350.0,16.3499779054353,257.0,54.0874944763588,73.0,29.5625276182059,240.0,53.5110533159948,45.0,34.7315436241611,101.0,72.5752508361204,149.0,11.1196911196911,69.0,47.2586872586873,73.0,30.8437067773167,41.0,72.1247563352827,198.0,6.50195058517555,16.0,27.9287722586692,351.0,35.8275520317146,114.0,53.3980582524272,109.0,46.8263473053892,77.0,0.0978134272117376,129.0,0.086008358410321,94.0,76.83,Southeastern Conference (SEC),Kentucky,2.0,East,March Madness,1.0,0.0,0.0,0.0,0.0,69.3278,67.3275,Public
2022,B12,66.5,218,67.3,220,110.7,42,105.8,94,85.0,1,89.1,2,52.6277372262774,63,19.8244010964999,273,33.106960950764,37,35.1338199513382,53.0,18.8976377952756,117.0,55.793025871766,53.0,25.3093363329584,318.0,19.3850267379679,94.0,42.7807486631016,356.0,37.8342245989305,21.0,54.9077490774908,22.0,32.1428571428571,254.0,69.8060941828255,239.0,12.0481927710843,46.0,44.4856348470806,14.0,31.5144766146993,64.0,69.0476190476191,49.0,7.30627306273063,49.0,34.0632603406326,264.0,45.4223571067274,344.0,52.218782249742,146.0,53.6041939711664,244.0,0.117595645782845,30.0,0.0993206467760518,250.0,78.32,Big 12 Conference,Texas Tech,3.0,West,March Madness,1.0,0.0,0.0,0.0,0.0,67.472,66.455,Public
2005,B10,66.4,150,67.3,168,119.7,6,115.5,8,94.0,28,96.2,49,54.5576,18,19.9357,91,38.852,27,37.2601,144.0,20.9653,125.0,53.668,120.0,25.3668,225.0,20.6577,158.0,50.3011,223.0,29.0412,111.0,55.2025,6.0,35.4943,126.0,77.6824,3.0,7.4614,206.0,46.5695,102.0,35.4839,212.0,66.967,82.0,6.1954,21.0,32.8891,163.0,33.5613,192.0,61.8162,42.0,53.7234,109.0,0.1153,89.0,0.1015,141.0,76.73,Big Ten Conference (Big 10),Michigan State,5.0,South,March Madness,1.0,0.0,0.0,1.0,0.0,66.6488,65.7071,Public
2010,B12,69.4,36,71.7,26,116.1,15,109.6,33,90.6,12,96.0,50,50.6115,88,20.2531,163,40.4176,6,50.2352,4.0,24.9128,21.0,49.3371,246.0,25.7502,203.0,26.236,16.0,49.6013,254.0,24.1627,276.0,48.9951,122.0,36.0176,85.0,66.8539,241.0,13.3624,19.0,45.1707,70.0,33.7229,146.0,70.2991,249.0,8.2467,101.0,32.1261,174.0,30.3138,89.0,54.6695,137.0,51.4563,118.0,0.1038,115.0,0.0969,175.0,76.55,Big 12 Conference,Kansas State,2.0,West,March Madness,1.0,0.0,0.0,0.0,0.0,72.0852,69.501,Public
2010,BE,62.6,296,64.2,293,117.2,12,111.0,21,91.7,21,97.5,85,48.8813,164,18.4379,68,41.8169,2,39.6347,115.0,22.202,107.0,49.782,235.0,28.016,145.0,22.0795,113.0,51.947,169.0,25.9735,216.0,47.9356,162.0,33.7714,189.0,70.3917,125.0,11.3887,61.0,46.0691,104.0,32.3529,79.0,67.8981,115.0,7.8376,77.0,34.7489,107.0,32.1873,163.0,62.4204,15.0,52.2727,140.0,0.0859,253.0,0.0944,146.0,78.33,Big East Conference,West Virginia,2.0,East,March Madness,1.0,0.0,0.0,1.0,1.0,64.066,62.3139,Public
2006,BE,68.7,49,71.1,44,117.8,5,113.2,7,92.3,18,93.3,25,51.8199,67,19.6581,79,42.4786,2,41.8582,35.0,22.1863,66.0,57.5333,28.0,20.2805,312.0,17.0465,290.0,55.4777,55.0,27.4759,184.0,50.8259,66.0,36.5759,84.0,70.595,129.0,19.6311,1.0,41.6996,6.0,30.6452,10.0,71.2454,260.0,8.3227,127.0,24.6169,321.0,31.0,89.0,54.7571,184.0,50.1188,35.0,0.0916,242.0,0.1079,212.0,76.73,Big East Conference,UConn,1.0,East,March Madness,1.0,0.0,0.0,0.0,1.0,71.3986,68.0475,Public
2008,BE,60.5,316,62.1,312,115.2,21,111.3,23,89.7,6,93.0,13,56.8025,4,21.247,192,33.7617,132,34.1561,237.0,16.3921,319.0,49.5142,212.0,34.0938,54.0,22.5709,69.0,48.2794,260.0,29.1498,159.0,56.292,2.0,38.3738,38.0,65.2101,286.0,13.7638,23.0,40.5268,3.0,29.86,4.0,67.9878,112.0,8.4534,125.0,40.2411,48.0,35.3297,209.0,61.7544,44.0,53.3632,128.0,0.1086,99.0,0.1105,273.0,77.89,Big East Conference,Georgetown,2.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,62.1911,59.8577,Private
2007,B10,63.8,243,63.2,291,115.6,25,110.9,29,90.1,8,91.6,7,51.565,106,17.3298,19,35.099,105,44.9337,22.0,23.0708,47.0,51.9984,158.0,24.9307,251.0,16.6107,307.0,54.4407,64.0,28.9486,155.0,50.9697,82.0,35.2349,153.0,68.8312,178.0,8.6754,150.0,43.9194,24.0,34.4178,153.0,65.7795,32.0,8.0683,100.0,31.618,220.0,31.1467,71.0,56.1707,140.0,49.0885,34.0,0.0875,248.0,0.0875,80.0,77.33,Big Ten Conference (Big 10),Wisconsin,2.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,63.0272,63.2879,Public
2017,ACC,67.9,194,68.4,236,117.2,22,112.3,26,91.7,8,96.3,28,51.3422818791946,136,15.9592058801566,26,36.7658889782784,13,33.9405560882071,220.0,18.4931506849315,253.0,54.337899543379,51.0,27.1689497716895,258.0,22.7374052608114,40.0,48.773963441819,213.0,28.4886312973696,248.0,50.4593639575972,121.0,35.4694485842027,149.0,68.6440677966102,232.0,15.1639344262295,7.0,44.8360655737705,23.0,31.6493313521545,27.0,69.4822888283379,116.0,8.33922261484099,105.0,32.1668264621285,279.0,35.5520338087692,151.0,48.4243697478992,264.0,48.2894736842105,68.0,0.0968646987913249,86.0,0.0721151281750392,33.0,78.3,Atlantic Coast Conference (ACC),Louisville,2.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,68.8805,67.9905,Public
2020,B12,66.2,277,66.6,289,113.5,17,106.3,66,88.1,4,90.1,7,49.3813273340832,188,17.8382351109284,97,35.7340720221607,8,30.8211473565804,228.0,17.7132146204311,234.0,49.9531396438613,197.0,32.3336457357076,125.0,18.9578713968958,161.0,51.7738359201774,126.0,29.2682926829268,223.0,47.5044563279857,256.0,35.0609756097561,84.0,68.978102189781,248.0,12.5475285171103,34.0,44.3916349809886,20.0,31.095406360424,62.0,68.6746987951807,69.0,13.0124777183601,350.0,36.8953880764904,194.0,34.9814585908529,102.0,54.1284403669725,116.0,52.7216174183515,215.0,0.121080757875855,12.0,0.0866998019357973,135.0,76.83,Big 12 Conference,Baylor,-1.0,Not In a Post-Season Tournament,Not In a Post-Season Tournament,5.0,0.0,0.0,0.0,1.0,67.16965,65.0219,Private
2018,B10,67.0,234,68.1,238,119.2,13,117.2,7,93.8,10,95.3,13,56.9138276553106,12,19.2033135129199,236,37.0201096892139,4,35.8717434869739,100.0,19.0594941218383,175.0,49.9465621660135,170.0,30.9939437121482,168.0,20.7397622192867,84.0,45.9709379128137,293.0,33.2892998678996,107.0,55.153422501967,24.0,40.0,13.0,74.7206703910614,57.0,18.4558823529412,1.0,38.3823529411765,1.0,33.6898395721925,103.0,72.7975270479134,261.0,6.92368214004721,24.0,36.3226452905812,193.0,35.4838709677419,103.0,67.6084762865792,1.0,54.1343669250646,227.0,0.0598273166088789,342.0,0.0866031785876779,178.0,77.33,Big Ten Conference (Big 10),Michigan State,3.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,68.2843,67.1449,Public
2012,ACC,70.9,10,73.4,9,116.1,12,110.3,19,90.7,11,91.5,22,49.7776,141,16.3957,10,39.6143,10,37.2826,150.0,20.3494,172.0,60.8217,13.0,18.8289,335.0,14.1232,342.0,53.5112,118.0,32.3656,30.0,49.6566,103.0,33.4483,207.0,68.2213,215.0,13.9579,18.0,43.4672,27.0,31.9026,64.0,68.0529,106.0,6.8146,27.0,23.4533,337.0,35.4587,260.0,58.1129,58.0,46.4995,31.0,0.0933,187.0,0.0858,69.0,79.2,Atlantic Coast Conference (ACC),North Carolina,1.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,73.5882,70.0151,Public
2008,BE,65.3,160,67.1,169,113.1,40,107.3,67,87.7,4,91.2,7,53.1079,45,20.2043,126,33.4926,139,36.4992,175.0,18.1923,271.0,50.5553,182.0,31.2524,116.0,20.5869,149.0,50.8352,173.0,28.5779,186.0,53.528,18.0,34.9614,169.0,64.7139,300.0,13.5632,25.0,43.1418,17.0,30.4473,11.0,68.2635,125.0,7.6237,61.0,38.6872,69.0,34.6847,183.0,58.1545,101.0,57.1059,239.0,0.1192,44.0,0.0866,61.0,76.74,Big East Conference,Louisville,3.0,East,March Madness,1.0,0.0,0.0,0.0,0.0,66.9599,64.6887,Public
2013,B10,63.6,218,64.3,245,115.1,14,108.9,30,89.7,9,92.4,24,50.632,83,16.1852,10,31.8663,159,35.44,190.0,19.8538,207.0,53.9438,115.0,26.2024,211.0,18.8894,257.0,49.7041,257.0,31.4065,43.0,49.401,88.0,35.5799,87.0,70.7819,127.0,12.929,33.0,43.5754,40.0,32.3944,95.0,71.5517,287.0,7.3996,34.0,31.016,233.0,36.1691,288.0,53.125,179.0,48.067,42.0,0.104,129.0,0.0679,2.0,77.56,Big Ten Conference (Big 10),Ohio State,2.0,West,March Madness,1.0,0.0,0.0,0.0,1.0,63.5588,62.2577,Public
2014,MVC,63.5,243,64.3,278,117.8,17,115.9,7,92.4,11,92.5,11,52.3885,50,16.2078,51,34.9656,55,46.8684,41.0,24.4546,60.0,47.7612,270.0,27.7842,141.0,20.5643,263.0,49.737,223.0,29.6987,69.0,52.3051,33.0,35.0217,138.0,72.3669,88.0,14.9204,14.0,43.5876,25.0,31.0811,31.0,64.8567,6.0,7.544,32.0,36.6773,80.0,35.8257,277.0,54.5035,104.0,47.868,84.0,0.1045,52.0,0.074,24.0,76.53,Missouri Valley Conference (MVC),Wichita State,1.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,64.4923,63.5718,Public
2025,B10,65.1,300,66.2,280,124.6,7,116.8,15,99.2,53,106.4,180,55.9200789343858,21,15.7439818629329,81,31.7689530685921,123,34.6324617661569,130.0,18.482560230133,210.0,49.4786048184106,186.0,32.0388349514563,163.0,17.2127911567312,282.0,50.9277536517963,123.0,31.8594551914726,158.0,55.084067253803,45.0,38.1748071979434,16.0,73.2193732193732,136.0,5.08182601205857,358.0,55.5555555555556,332.0,31.17033603708,41.0,71.5927750410509,149.0,8.48678943154524,99.0,38.3818450912679,185.0,42.6383399209486,299.0,58.2741116751269,48.0,57.9868708971554,318.0,0.0965630887593217,177.0,0.0894258169814588,101.0,77.18,Big Ten Conference (Big 10),Purdue,4.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,66.5761,64.971,Public
2004,WCC,66.6,128,69.0,124,120.8,3,117.9,1,95.5,36,95.0,39,56.4909,3,19.1625,49,38.1687,31,41.0431,67.0,21.4117,113.0,55.5205,70.0,23.0678,266.0,18.1287,278.0,48.2456,285.0,33.6257,11.0,55.3024,6.0,39.7149,11.0,75.0,13.0,9.3927,105.0,40.081,2.0,35.1145,185.0,69.403,189.0,5.4988,6.0,27.8345,271.0,34.6561,233.0,61.9577,42.0,56.4138,197.0,0.0891,260.0,0.0872,40.0,76.73,West Coast Conference (WCC),Gonzaga,2.0,Midwest,March Madness,1.0,0.0,0.0,0.0,0.0,68.8286,66.7071,Private
2012,B12,65.4,152,66.9,169,125.1,1,119.9,1,99.8,111,98.7,141,57.9692,1,15.3932,3,30.5238,228,37.5321,142.0,19.865,209.0,48.8984,257.0,31.2367,88.0,15.5536,338.0,55.7518,53.0,28.6945,128.0,56.9536,1.0,39.7558,10.0,76.5753,11.0,7.1746,253.0,47.855,171.0,36.755,280.0,67.603,86.0,7.6159,58.0,37.892,65.0,30.8793,98.0,57.5943,69.0,51.7837,123.0,0.1222,20.0,0.0776,23.0,75.46,Big 12 Conference,Missouri,2.0,West,March Madness,1.0,0.0,0.0,0.0,1.0,67.0094,64.7708,Public
2016,SEC,67.4,214,68.3,211,121.8,5,115.6,8,96.6,39,98.7,53,53.5133,40,16.1789,49,37.46959,12,37.83155,142.0,19.6085,222.0,54.806,47.0,25.5855,265.0,24.3166,22.0,51.0812,140.0,24.6022,324.0,52.8658,30.0,36.6366,74.0,69.0037,211.0,14.1201,14.0,42.7012,11.0,32.6299,68.0,70.2002,189.0,7.4848,40.0,30.9912,273.0,29.5869,18.0,49.8054,232.0,40.3869,1.0,0.0829,210.0,0.0628,4.0,76.7,Southeastern Conference (SEC),Kentucky,4.0,East,March Madness,1.0,0.0,0.0,0.0,1.0,68.1451,66.9955,Public
2013,B12,66.4,86,67.8,92,112.7,27,108.9,29,87.5,5,89.6,9,53.3431,25,20.2813,196,33.7564,100,39.4827,79.0,21.4234,114.0,55.284,79.0,23.2926,286.0,20.9424,142.0,48.1675,301.0,30.8901,58.0,52.8522,15.0,36.3636,63.0,73.6712,47.0,17.5801,3.0,39.2883,1.0,30.3342,28.0,68.6695,130.0,7.4227,35.0,28.9898,281.0,35.639,266.0,58.3756,55.0,50.6345,90.0,0.102,150.0,0.1043,230.0,78.24,Big 12 Conference,Kansas,1.0,South,March Madness,1.0,0.0,0.0,0.0,1.0,67.636,65.5441,Public
2022,ACC,67.3,172,68.1,171,121.1,1,117.2,5,95.9,49,99.4,111,55.6639796351294,9,15.0054394718085,21,31.6358024691358,66,28.6380992787442,232.0,15.9513132607303,283.0,54.4522741832159,82.0,29.5964125560538,221.0,12.2587968217934,356.0,57.6617480136209,11.0,30.0794551645857,217.0,56.0686015831135,9.0,36.6230677764566,37.0,73.7777777777778,107.0,13.394495412844,26.0,46.605504587156,48.0,32.043530834341,85.0,69.0831556503198,51.0,8.24538258575198,113.0,35.6809503606279,230.0,33.5905767668562,58.0,55.440414507772,70.0,50.4381694255112,164.0,0.0934088607120081,168.0,0.0881569568968751,118.0,78.36,Atlantic Coast Conference (ACC),Duke,2.0,West,March Madness,1.0,0.0,0.0,1.0,1.0,68.2765,67.3866,Private
2021,SEC,73.3,11,74.5,10,112.9,30,106.8,63,87.8,3,93.7,20,51.6705882352941,90,18.5982434992251,157,32.2455322455322,46,28.8,243.0,16.4701407379232,268.0,43.8189425637124,331.0,39.7109166983644,16.0,18.7635105923044,142.0,54.6476437527021,50.0,26.5888456549935,300.0,50.7042253521127,125.0,35.1870576339737,101.0,70.7516339869281,190.0,10.6004447739066,74.0,46.8495181616012,71.0,29.1193181818182,10.0,68.8888888888889,69.0,14.1725352112676,344.0,46.5411764705882,18.0,34.2912810521188,79.0,50.2164502164502,210.0,43.9665471923536,25.0,0.113453337250175,23.0,0.10575471793677,301.0,77.69,Southeastern Conference (SEC),Alabama,2.0,East,March Madness,1.0,0.0,0.0,0.0,0.0,75.1471,73.9267,Public
2021,P12,66.1,276,66.4,292,116.3,13,109.9,27,91.2,23,96.4,54,52.396694214876,69,17.1296132895681,82,30.8447937131631,79,29.4765840220386,227.0,18.7179487179487,149.0,49.7435897435897,208.0,31.5384615384615,154.0,18.1194906953967,175.0,51.9098922624878,139.0,29.9706170421156,203.0,50.4332755632582,137.0,37.2163388804841,33.0,81.8691588785047,2.0,7.76699029126214,211.0,46.7784642541924,69.0,33.3333333333333,140.0,72.9783037475345,265.0,8.05892547660312,122.0,36.4187327823691,201.0,35.0716332378223,98.0,52.6570048309179,143.0,48.7738419618529,102.0,0.0785891598724691,265.0,0.0715302532970976,18.0,77.45,Pac-12 Conference,Colorado,5.0,East,March Madness,1.0,0.0,0.0,0.0,0.0,66.2458,66.3585,Public
2022,SEC,67.4,157,68.7,140,111.5,35,106.5,72,86.4,3,90.8,6,50.6644518272425,140,17.7247092362675,127,32.4582338902148,46,28.9511153298529,223.0,16.9583819525476,228.0,47.4523531699728,279.0,35.5892648774796,70.0,19.4280526554698,92.0,48.5701316386745,256.0,32.0018157058556,146.0,48.4511517077045,227.0,35.9669811320755,54.0,71.4754098360656,178.0,12.9087779690189,30.0,46.0413080895009,35.0,31.3333333333333,60.0,71.0963455149502,146.0,7.86338363780778,84.0,40.2467963929758,111.0,39.2259414225941,233.0,62.9508196721311,6.0,52.0779220779221,203.0,0.134691263660214,6.0,0.0958539054269011,217.0,76.75,Southeastern Conference (SEC),Tennessee,3.0,South,March Madness,1.0,0.0,0.0,0.0,0.0,68.6808,67.1668,Public
2010,B10,64.6,232,65.0,271,117.5,8,113.1,10,92.5,26,94.3,37,56.1061,4,17.6342,42,30.149,263,35.7858,221.0,18.1752,302.0,51.6058,185.0,30.219,90.0,16.5787,332.0,51.0994,205.0,32.3219,25.0,54.8062,3.0,38.9831,17.0,69.6503,148.0,12.1894,39.0,45.1087,64.0,33.7001,145.0,70.9981,277.0,5.814,5.0,35.4354,99.0,36.0794,287.0,55.4425,117.0,55.8111,233.0,0.1086,82.0,0.0818,33.0,77.8,Big Ten Conference (Big 10),Ohio State,2.0,Midwest,March Madness,1.0,0.0,0.0,0.0,0.0,64.7007,64.023,Public
2019,SEC,67.9,155,68.7,185,120.9,6,113.9,9,95.9,36,100.0,95,54.387452310301,34,16.8211687939592,63,31.5939957112223,73,30.8605341246291,240.0,16.8233387358185,278.0,39.805510534846,349.0,43.3711507293355,7.0,19.9777613046701,100.0,44.9962935507784,314.0,35.0259451445515,74.0,51.6835016835017,103.0,38.0871050384287,21.0,71.2912087912088,157.0,15.5084745762712,5.0,51.4406779661017,234.0,34.7298787210584,199.0,71.1081794195251,200.0,12.1212121212121,338.0,49.6396778295888,8.0,43.4595112601821,315.0,52.6415094339623,147.0,52.1691973969631,185.0,0.131242086194626,2.0,0.082811907908722,102.0,76.56,Southeastern Conference (SEC),Auburn,5.0,Midwest,March Madness,1.0,0.0,0.0,1.0,1.0,68.8594,67.5363,Public
2020,A10,67.6,220,68.0,233,119.1,2,116.4,2,94.1,38,93.7,25,59.6811594202899,1,17.9914259610654,109,26.3904034896401,225,33.9130434782609,143.0,16.9758064516129,265.0,52.9032258064516,96.0,30.1209677419355,187.0,17.6,234.0,53.3,86.0,29.1,233.0,62.298195631529,1.0,37.0535714285714,27.0,71.965811965812,142.0,9.22946655376799,143.0,45.1312447078747,33.0,32.9931972789116,163.0,64.3510054844607,5.0,7.88224121557455,85.0,38.9565217391304,136.0,33.2391181458451,57.0,60.3314917127072,14.0,47.1801925722146,75.0,0.082929229039286,228.0,0.0782439618619252,54.0,76.78,Atlantic 10 Conference (A-10),Dayton,-1.0,Not In a Post-Season Tournament,Not In a Post-Season Tournament,5.0,0.0,0.0,0.0,0.0,66.19635,64.37979999999999,Private
2015,ACC,63.4,226,63.8,240,125.4,2,120.4,2,100.4,99,102.0,167,58.2727,1,14.5084,3,27.9215,277,36.6812,174.0,18.9335,269.0,50.4894,185.0,30.5771,114.0,15.2061,346.0,57.543,14.0,27.2509,215.0,58.1649,1.0,38.9677,20.0,74.2063,29.0,9.0969,190.0,47.3962,155.0,32.5681,81.0,71.2946,277.0,7.2317,23.0,37.6031,83.0,31.4815,91.0,54.8571,140.0,50.0,86.0,0.104,82.0,0.0797,41.0,77.29,Atlantic Coast Conference (ACC),Notre Dame,3.0,Midwest,March Madness,1.0,0.0,0.0,0.0,0.0,64.1137,63.2851,Private
2017,P12,67.0,234,68.7,223,118.2,17,113.8,16,93.2,17,96.3,29,55.4900181488203,17,17.070027208936,75,32.3529411764706,70,34.437386569873,203.0,18.0020113979216,267.0,49.2122024807241,200.0,32.7857861213543,111.0,16.9255276782159,305.0,51.5332536837913,111.0,31.5412186379928,136.0,54.4914625092799,21.0,38.0396732788798,47.0,70.7509881422925,157.0,16.9757489300999,1.0,46.1483594864479,55.0,31.2426035502959,21.0,71.912013536379,258.0,9.65107646622123,219.0,38.8838475499093,112.0,37.6056964842012,221.0,56.1320754716981,82.0,49.0669593852909,81.0,0.0947061912263115,107.0,0.069502124206406,20.0,77.43,Pac-12 Conference,Oregon,3.0,Midwest,March Madness,1.0,0.0,0.0,1.0,0.0,68.7979,66.7169,Public
2005,B12,66.2,160,67.4,162,121.2,4,115.7,5,96.2,50,98.6,94,55.879,7,20.1894,102,36.646,67,37.3092,142.0,20.6343,145.0,52.2682,171.0,27.0976,166.0,18.7618,232.0,56.7108,34.0,24.5274,268.0,53.013,18.0,41.5896,2.0,77.8788,2.0,6.4701,247.0,49.14,205.0,35.0202,189.0,69.4056,192.0,6.3518,23.0,30.5822,221.0,28.8047,46.0,60.5023,63.0,56.7917,201.0,0.1044,155.0,0.0868,40.0,76.73,Big 12 Conference,Oklahoma State,2.0,Midwest,March Madness,1.0,0.0,0.0,0.0,1.0,67.819,66.4584,Public
2005,BE,67.0,126,66.1,209,114.7,19,110.2,28,89.7,6,93.8,27,49.6737,151,19.0554,54,40.7228,10,37.6292,133.0,21.7894,87.0,49.3151,247.0,28.8955,129.0,23.5972,37.0,49.1984,259.0,27.2044,185.0,47.4856,193.0,35.9425,108.0,73.5549,32.0,15.7988,4.0,43.3363,19.0,31.7544,35.0,71.6895,289.0,10.7997,286.0,34.0402,137.0,33.4703,190.0,48.0649,303.0,60.4167,277.0,0.1259,35.0,0.083,22.0,76.73,Big East Conference,Villanova,5.0,East,March Madness,1.0,0.0,0.0,0.0,0.0,65.932,67.2118,Private
2011,MWC,62.3,306,63.9,291,114.1,28,110.0,32,89.1,2,92.1,10,50.5448,100,17.0726,24,37.3539,18,31.055,313.0,17.6684,315.0,57.2812,35.0,25.0504,232.0,18.5239,283.0,55.5716,52.0,25.9045,223.0,50.2477,72.0,34.1584,182.0,69.8565,152.0,12.092,38.0,42.73,13.0,31.5697,32.0,71.6418,292.0,6.8648,24.0,30.0149,248.0,29.6084,70.0,50.2726,245.0,49.0066,57.0,0.0947,155.0,0.0774,23.0,77.6,Mountain West Conference (MW),San Diego State,2.0,West,March Madness,1.0,0.0,0.0,0.0,1.0,64.2117,62.8786,Public
2010,B12,64.5,235,67.2,184,119.2,5,112.7,11,94.3,43,98.2,102,54.3842,15,20.2193,160,38.1608,22,36.0872,214.0,19.4747,259.0,53.0582,145.0,27.4672,158.0,20.7164,188.0,48.3384,298.0,30.9452,46.0,52.9985,18.0,38.1847,30.0,72.8933,47.0,17.1091,7.0,41.2979,7.0,33.6146,142.0,67.9887,122.0,6.3718,17.0,32.3872,168.0,34.3977,241.0,50.7886,247.0,57.9474,288.0,0.0962,175.0,0.0899,101.0,77.95,Big 12 Conference,Baylor,3.0,South,March Madness,1.0,0.0,0.0,0.0,0.0,67.5047,64.0252,Private
2007,CUSA,68.4,68,70.6,54,115.4,28,111.8,23,90.6,10,89.4,2,51.7119,100,18.4816,41,39.5573,15,42.3744,48.0,20.2879,167.0,51.1309,176.0,28.5812,156.0,24.9036,21.0,51.6931,145.0,23.4033,305.0,51.2011,73.0,35.101,157.0,62.1196,321.0,15.2602,12.0,42.4051,9.0,31.3253,21.0,68.0328,104.0,9.6088,229.0,35.2157,139.0,29.0065,34.0,52.4414,239.0,50.0637,44.0,0.132,14.0,0.0807,36.0,77.6,Conference USA (CUSA),Memphis,2.0,South,March Madness,1.0,0.0,0.0,0.0,0.0,70.9494,68.0416,Public
2011,B10,66.0,136,66.3,196,115.9,18,109.1,41,91.1,8,93.7,22,50.7154,90,15.794,7,32.4979,164,34.3894,260.0,19.5053,257.0,51.9059,165.0,28.5888,130.0,18.7351,276.0,57.1564,19.0,24.1084,280.0,48.7805,128.0,36.4341,72.0,71.471,105.0,10.5224,93.0,44.8507,56.0,32.6255,71.0,69.7345,190.0,8.3841,106.0,32.9586,164.0,27.8794,32.0,61.4857,25.0,55.4545,224.0,0.0936,162.0,0.0878,103.0,76.27,Big Ten Conference (Big 10),Purdue,3.0,Southwest,March Madness,1.0,0.0,0.0,0.0,0.0,66.3216,66.3974,Public
2009,B12,70.9,15,72.8,14,116.6,13,111.7,18,91.8,17,92.8,12,52.7965,47,16.0485,6,34.2706,116,36.6274,172.0,18.8953,246.0,55.6202,78.0,25.4845,235.0,22.4815,76.0,54.7647,75.0,22.7538,316.0,52.725,28.0,35.302,113.0,67.1642,233.0,9.3147,125.0,46.8397,114.0,30.2795,16.0,67.4446,86.0,6.0625,15.0,31.3288,214.0,29.9953,75.0,61.6548,31.0,50.1669,68.0,0.1376,3.0,0.0861,59.0,77.9,Big 12 Conference,Missouri,3.0,West,March Madness,1.0,0.0,0.0,0.0,0.0,72.7415,69.8579,Public
